FID,Region,Heading,Elevation,Distance,Duration,Speed,Fuel_Usage,Moisture,Mass_Cotto,Width,Engaged,Mass_Yield,Wet_Yield,Dry_Yield,Timestamp,POINT_X,POINT_Y
12680,First Pick Cotton,162.1,161.26,7.03,1,4.8,23.8,1,6.6,18,-1,2277.5,2277.5,901.88,1508987390,-84.761772,31.188967
12681,First Pick Cotton,161.8,161.12,7.06,1,4.8,23.5,1,7.4,18,-1,2537.4,2537.4,1004.84,1508987390,-84.761765,31.188949
12682,First Pick Cotton,162.6,161.08,7.06,1,4.7,24.2,1,8.2,18,-1,2794.4,2794.4,1106.5600000000002,1508987400,-84.761759,31.18893
12683,First Pick Cotton,163.6,160.9,7.06,1,4.7,24.7,1,9.1,18,-1,3131.4,3131.4,1240.04,1508987400,-84.761753,31.188911
12684,First Pick Cotton,163.8,160.83,7.03,1,4.7,24.2,1,10.1,18,-1,3471.7,3471.7,1374.8000000000002,1508987400,-84.761747,31.188893
12685,First Pick Cotton,163.6,160.76,7.03,1,4.7,24.9,1,9.5,18,-1,3269.7,3269.7,1294.8000000000002,1508987400,-84.76174,31.188874
12686,First Pick Cotton,162.8,160.6,7,1,4.7,25,1,10.8,18,-1,3737.4,3737.4,1480,1508987400,-84.761733,31.188856
12687,First Pick Cotton,163.5,160.51,7.03,1,4.7,25,1,10.2,18,-1,3501.3,3501.3,1386.5200000000002,1508987400,-84.761727,31.188837
12688,First Pick Cotton,163.5,160.4,7.03,1,4.7,24.4,1,8.2,18,-1,2835.5,2835.5,1122.84,1508987400,-84.761721,31.188819
12689,First Pick Cotton,163.6,160.28,7.03,1,4.7,24.6,1,10.8,18,-1,3733.6,3733.6,1478.48,1508987400,-84.761714,31.1888
12690,First Pick Cotton,163.4,160.15,7,1,4.7,24.9,1,10.1,18,-1,3494.8,3494.8,1383.96,1508987400,-84.761708,31.188782
12691,First Pick Cotton,163.4,159.98,7.03,1,4.7,24.9,1,10.7,18,-1,3686.5,3686.5,1459.8400000000001,1508987400,-84.761701,31.188764
12692,First Pick Cotton,164,159.82,7.03,1,4.7,24.8,1,9.1,18,-1,3121.7,3121.7,1236.2,1508987410,-84.761695,31.188745
12693,First Pick Cotton,164.6,159.69,7,1,4.7,24.5,1,11.2,18,-1,3864.7,3864.7,1530.44,1508987410,-84.76169,31.188726
12694,First Pick Cotton,164.7,159.56,7,1,4.7,24.6,1,11.3,18,-1,3925.8,3925.8,1554.6000000000001,1508987410,-84.761684,31.188708
12695,First Pick Cotton,163.1,159.45,7.06,1,4.7,23.2,1,11,18,-1,3778.2,3778.2,1496.16,1508987410,-84.761676,31.188689
12696,First Pick Cotton,163.1,159.3,7.03,1,4.7,23.1,1,11,18,-1,3780.7,3780.7,1497.1200000000001,1508987410,-84.76167,31.188671
12697,First Pick Cotton,162.7,159.14,7,1,4.7,23.2,1,11,18,-1,3808.3,3808.3,1508.08,1508987410,-84.761663,31.188652
12698,First Pick Cotton,163.3,159.04,7.06,1,4.7,21.6,1,10,18,-1,3415.5,3415.5,1352.5200000000002,1508987410,-84.761657,31.188634
12699,First Pick Cotton,163.8,158.89,7.03,1,4.7,20.2,1,9.5,18,-1,3259.1,3259.1,1290.6000000000001,1508987410,-84.761651,31.188615
12700,First Pick Cotton,163.5,158.78,7.03,1,4.7,20.6,1,10.3,18,-1,3537.7,3537.7,1400.92,1508987410,-84.761644,31.188597
12701,First Pick Cotton,163.1,158.49,7,1,4.7,20.4,1,9.2,18,-1,3170.7,3170.7,1255.6000000000001,1508987410,-84.761637,31.188578
12702,First Pick Cotton,163.4,158.42,7.06,1,4.7,19.9,1,8.8,18,-1,3009,3009,1191.5600000000002,1508987420,-84.761631,31.18856
12703,First Pick Cotton,163.3,158.3,7.03,1,4.7,20,1,10.5,18,-1,3625,3625,1435.5200000000002,1508987420,-84.761625,31.188541
12704,First Pick Cotton,163.2,158.17,7.06,1,4.7,19.1,1,10.3,18,-1,3524.3,3524.3,1395.64,1508987420,-84.761618,31.188523
12705,First Pick Cotton,163.9,158.07,7.03,1,4.7,19.7,1,11,18,-1,3787.5,3787.5,1499.8400000000001,1508987420,-84.761612,31.188504
12706,First Pick Cotton,163.6,157.96,7.06,1,4.7,19.3,1,10.1,18,-1,3451.8,3451.8,1366.88,1508987420,-84.761605,31.188486
12707,First Pick Cotton,163.2,157.84,7.06,1,4.7,20,1,10.1,18,-1,3478.2,3478.2,1377.3600000000001,1508987420,-84.761599,31.188467
12708,First Pick Cotton,163.4,157.75,7.06,1,4.7,19.9,1,9.6,18,-1,3299.9,3299.9,1306.7600000000002,1508987420,-84.761592,31.188448
12709,First Pick Cotton,163.5,157.6,7.06,1,4.7,19.4,1,11.3,18,-1,3881.7,3881.7,1537.16,1508987420,-84.761586,31.18843
12710,First Pick Cotton,163.8,157.51,7.03,1,4.7,19.5,1,10.3,18,-1,3559,3559,1409.3600000000001,1508987420,-84.76158,31.188411
12711,First Pick Cotton,163.6,157.43,7.03,1,4.7,19.6,1,8.8,18,-1,3043.5,3043.5,1205.24,1508987420,-84.761573,31.188393
12712,First Pick Cotton,163.5,157.33,7.03,1,4.7,20.2,1,7.5,18,-1,2583.4,2583.4,1023.04,1508987430,-84.761567,31.188374
12713,First Pick Cotton,162.7,157.25,7,1,4.7,20.3,1,8,18,-1,2774.8,2774.8,1098.84,1508987430,-84.76156,31.188356
12714,First Pick Cotton,162.8,157.16,7.06,1,4.7,20.3,1,9.8,18,-1,3353.5,3353.5,1328,1508987430,-84.761553,31.188338
12715,First Pick Cotton,163.6,157.08,7.03,1,4.7,20.1,1,9.8,18,-1,3367.7,3367.7,1333.6000000000001,1508987430,-84.761547,31.188319
12716,First Pick Cotton,163.7,156.93,7.03,1,4.7,19.3,1,10.9,18,-1,3755.6,3755.6,1487.2,1508987430,-84.761541,31.1883
12717,First Pick Cotton,163.2,156.75,7.06,1,4.7,18.6,1,10.8,18,-1,3696.6,3696.6,1463.8400000000001,1508987430,-84.761534,31.188282
12718,First Pick Cotton,162.8,156.56,7.06,1,4.7,19.6,1,8,18,-1,2745.2,2745.2,1087.1200000000001,1508987430,-84.761527,31.188263
12719,First Pick Cotton,162.3,156.35,7.06,1,4.7,17.2,1,4.6,18,-1,1567.2,1567.2,620.6,1508987430,-84.76152,31.188245
12720,First Pick Cotton,163,156.21,7.06,1,4.7,18.6,1,4,18,-1,1376.8,1376.8,545.2,1508987430,-84.761513,31.188226
12721,First Pick Cotton,163.9,156.66,6.93,1,4.7,19.9,0,0,0,-1,0,0,0,1508987430,-84.761508,31.188208
12722,First Pick Cotton,164.8,157.08,6.67,2,4.5,22.9,1,2.6,18,-1,956.3,956.3,378.68000000000006,1508987440,-84.761496,31.188172
12723,First Pick Cotton,164.8,157.39,7.03,1,4.8,21.3,1,5.6,18,-1,1931.3,1931.3,764.8000000000001,1508987440,-84.76149,31.188153
12724,First Pick Cotton,164.3,157.19,6.9,1,4.8,21.4,1,6.2,18,-1,2179.3,2179.3,863,1508987440,-84.761484,31.188135
12725,First Pick Cotton,163.7,157.36,6.9,1,4.6,22.2,1,3.5,18,-1,1238.6,1238.6,490.48,1508987440,-84.761477,31.188117
12726,First Pick Cotton,164.3,157.67,7.06,1,4.6,20.2,1,2.7,18,-1,928.7,928.7,367.76,1508987440,-84.761471,31.188098
12727,First Pick Cotton,161.9,157.73,6.8,1,4.8,20.8,1,3.9,18,-1,1374.2,1374.2,544.2,1508987440,-84.761463,31.188081
12728,First Pick Cotton,163.4,157.96,6.9,1,4.8,22.9,1,4.3,18,-1,1519.4,1519.4,601.6800000000001,1508987440,-84.761457,31.188063
12729,First Pick Cotton,164.8,158.02,6.96,1,4.8,21.9,1,5.3,18,-1,1839.2,1839.2,728.32,1508987440,-84.761452,31.188044
12730,First Pick Cotton,163,158.13,7,1,4.6,20.6,1,5.5,18,-1,1897.7,1897.7,751.48,1508987440,-84.761445,31.188026
12731,First Pick Cotton,163.1,158.3,6.96,1,4.6,21.3,1,3.3,18,-1,1139.5,1139.5,451.24,1508987450,-84.761438,31.188008
12732,First Pick Cotton,163.7,158.24,6.96,1,4.6,21.5,1,3.5,18,-1,1206.2,1206.2,477.64,1508987450,-84.761432,31.187989
12733,First Pick Cotton,163.7,158.49,7.03,1,4.8,19.7,1,3.1,18,-1,1069.7,1069.7,423.6,1508987450,-84.761426,31.187971
12734,First Pick Cotton,163.7,158.53,6.96,1,4.8,21.1,1,3.2,18,-1,1116.5,1116.5,442.1600000000001,1508987450,-84.761419,31.187953
12735,First Pick Cotton,163.4,158.57,6.96,1,4.8,21.1,1,4.1,18,-1,1423.8,1423.8,563.84,1508987450,-84.761413,31.187934
12736,First Pick Cotton,163.4,158.72,7,1,4.8,20.9,1,4.9,18,-1,1698.6,1698.6,672.64,1508987450,-84.761406,31.187916
12737,First Pick Cotton,163.6,158.73,7,1,4.7,21.2,1,5,18,-1,1739.8,1739.8,688.96,1508987450,-84.7614,31.187897
12738,First Pick Cotton,163.5,158.88,7.03,1,4.7,19.9,1,5,18,-1,1725.6,1725.6,683.32,1508987450,-84.761394,31.187879
12739,First Pick Cotton,163.9,158.95,6.96,1,4.7,22.2,1,5.1,18,-1,1757.2,1757.2,695.84,1508987450,-84.761388,31.18786
12740,First Pick Cotton,163.4,159.03,7,1,4.7,20.2,1,5.9,18,-1,2038.8,2038.8,807.3600000000001,1508987450,-84.761381,31.187842
12741,First Pick Cotton,162.6,159.21,7,1,4.7,20.4,1,6.8,18,-1,2338.5,2338.5,926.04,1508987460,-84.761374,31.187824
12742,First Pick Cotton,162.3,159.24,6.96,1,4.7,21.4,1,6,18,-1,2073.7,2073.7,821.1600000000001,1508987460,-84.761367,31.187806
12743,First Pick Cotton,162.5,159.47,7,1,4.7,20.3,1,5.5,18,-1,1919,1919,759.9200000000001,1508987460,-84.761361,31.187787
12744,First Pick Cotton,162.5,159.49,6.93,1,4.7,22.1,1,6.9,18,-1,2419.2,2419.2,958,1508987460,-84.761354,31.187769
12745,First Pick Cotton,162.9,159.66,7,1,4.7,21.3,1,6.9,18,-1,2385,2385,944.48,1508987460,-84.761348,31.187751
12746,First Pick Cotton,162.9,159.9,6.96,1,4.7,21.2,1,8.9,18,-1,3109,3109,1231.16,1508987460,-84.761341,31.187732
12747,First Pick Cotton,163.2,159.95,6.96,1,4.7,21.6,1,8,18,-1,2781,2781,1101.28,1508987460,-84.761335,31.187714
12748,First Pick Cotton,163.5,160.2,7,1,4.7,21.2,1,9.2,18,-1,3167.6,3167.6,1254.3600000000001,1508987460,-84.761329,31.187695
12749,First Pick Cotton,163.6,160.4,6.96,1,4.7,22.4,1,7.6,18,-1,2645.3,2645.3,1047.5600000000002,1508987460,-84.761322,31.187677
12750,First Pick Cotton,163.8,160.55,6.96,1,4.7,21.6,1,9.7,18,-1,3363.4,3363.4,1331.92,1508987460,-84.761316,31.187659
12751,First Pick Cotton,164.1,160.81,6.93,1,4.7,21.7,1,8.8,18,-1,3079.8,3079.8,1219.6000000000001,1508987470,-84.76131,31.18764
12752,First Pick Cotton,164,161,6.96,1,4.8,22,1,10.7,18,-1,3710.5,3710.5,1469.3600000000001,1508987470,-84.761304,31.187622
12753,First Pick Cotton,163.8,161.23,7,1,4.8,22.2,1,8.8,18,-1,3048.6,3048.6,1207.24,1508987470,-84.761298,31.187603
12754,First Pick Cotton,163.6,161.45,7.03,1,4.8,21.5,1,9.4,18,-1,3237.1,3237.1,1281.88,1508987470,-84.761291,31.187585
12755,First Pick Cotton,163,161.57,7,1,4.8,21.8,1,10.7,18,-1,3691.6,3691.6,1461.88,1508987470,-84.761285,31.187567
12756,First Pick Cotton,163,161.81,7.03,1,4.8,20.9,1,8.2,18,-1,2821.1,2821.1,1117.16,1508987470,-84.761278,31.187548
12757,First Pick Cotton,163.1,161.92,7,1,4.7,21.6,1,7.6,18,-1,2629.1,2629.1,1041.1200000000001,1508987470,-84.761272,31.18753
12758,First Pick Cotton,163.5,162.12,7,1,4.7,21.3,1,6.7,18,-1,2323.3,2323.3,920,1508987470,-84.761265,31.187511
12759,First Pick Cotton,163.5,162.33,7.03,1,4.7,22.1,1,8,18,-1,2750.5,2750.5,1089.2,1508987470,-84.761259,31.187493
12760,First Pick Cotton,163.6,162.51,7,1,4.7,21.9,1,9.2,18,-1,3191.3,3191.3,1263.7200000000003,1508987470,-84.761253,31.187474
12761,First Pick Cotton,164.1,162.78,7.03,1,4.7,20.9,1,8,18,-1,2742.9,2742.9,1086.16,1508987480,-84.761247,31.187456
12762,First Pick Cotton,164.2,163.11,7.06,1,4.8,21.7,1,8.6,18,-1,2944.7,2944.7,1166.1200000000001,1508987480,-84.761241,31.187437
12763,First Pick Cotton,163.7,163.34,6.93,1,4.8,21.2,1,6.5,18,-1,2275.2,2275.2,900.96,1508987480,-84.761234,31.187419
12764,First Pick Cotton,162.5,163.73,6.93,1,4.8,22,1,7.6,18,-1,2667.1,2667.1,1056.16,1508987480,-84.761227,31.187401
12765,First Pick Cotton,161.9,163.89,7,1,4.8,22.8,1,7.8,18,-1,2682.5,2682.5,1062.28,1508987480,-84.76122,31.187383
12766,First Pick Cotton,162.7,164.03,7.03,1,4.7,22.4,1,7.8,18,-1,2674.5,2674.5,1059.1200000000001,1508987480,-84.761214,31.187364
12767,First Pick Cotton,162.9,164.19,7,1,4.7,21.8,1,8.6,18,-1,2976.9,2976.9,1178.8799999999999,1508987480,-84.761207,31.187346
12768,First Pick Cotton,162.9,164.24,7.03,1,4.7,21,1,10.3,18,-1,3543.8,3543.8,1403.3600000000001,1508987480,-84.761201,31.187327
12769,First Pick Cotton,162.8,164.35,7.03,1,4.8,20.9,1,9.9,18,-1,3402.6,3402.6,1347.44,1508987480,-84.761194,31.187309
12770,First Pick Cotton,163,164.38,7.06,1,4.8,21.3,1,10.6,18,-1,3647.5,3647.5,1444.4,1508987480,-84.761188,31.18729
12771,First Pick Cotton,163.1,164.44,7.09,1,4.8,21.1,1,10.7,18,-1,3653.9,3653.9,1446.96,1508987490,-84.761181,31.187271
12772,First Pick Cotton,163.1,164.45,7.03,1,4.8,21.3,1,11,18,-1,3795.1,3795.1,1502.8400000000001,1508987490,-84.761175,31.187253
12773,First Pick Cotton,163,164.45,7.13,1,4.8,20.8,1,10.1,18,-1,3441.7,3441.7,1362.92,1508987490,-84.761168,31.187234
12774,First Pick Cotton,163.1,164.48,7.06,1,4.8,20.2,1,11.6,18,-1,3964.1,3964.1,1569.7600000000002,1508987490,-84.761162,31.187216
12775,First Pick Cotton,163.1,164.37,7.09,1,4.8,20.2,1,9.3,18,-1,3169.5,3169.5,1255.1200000000001,1508987490,-84.761155,31.187197
12776,First Pick Cotton,162.9,164.23,7.13,1,4.8,19.1,1,8.8,18,-1,3001.5,3001.5,1188.6000000000001,1508987490,-84.761148,31.187178
12777,First Pick Cotton,163.9,164.04,7.13,1,4.8,19.9,1,9.9,18,-1,3348.9,3348.9,1326.16,1508987490,-84.761142,31.187159
12778,First Pick Cotton,164.2,163.76,7.13,1,4.8,19.9,1,10.6,18,-1,3612.4,3612.4,1430.5200000000002,1508987490,-84.761137,31.18714
12779,First Pick Cotton,163.7,163.47,7.13,1,4.8,19.4,1,10,18,-1,3384,3384,1340.08,1508987490,-84.76113,31.187122
12780,First Pick Cotton,162,163.25,7.09,1,4.8,19.5,1,9.3,18,-1,3184.6,3184.6,1261.08,1508987490,-84.761122,31.187103
12781,First Pick Cotton,162.4,163.04,7.13,1,4.8,18.8,1,8.9,18,-1,3023.9,3023.9,1197.48,1508987500,-84.761116,31.187085
12782,First Pick Cotton,161.8,162.95,7.06,1,4.8,19.6,1,9.9,18,-1,3377,3377,1337.28,1508987500,-84.761109,31.187066
12783,First Pick Cotton,162.3,162.92,7.09,1,4.8,19.8,1,10.3,18,-1,3518.5,3518.5,1393.3200000000002,1508987500,-84.761102,31.187047
12784,First Pick Cotton,163.1,162.83,7.06,1,4.8,20.1,1,9.1,18,-1,3132.9,3132.9,1240.64,1508987500,-84.761096,31.187029
12785,First Pick Cotton,164.3,162.79,7.03,1,4.7,20.9,1,9.4,18,-1,3231,3231,1279.48,1508987500,-84.76109,31.18701
12786,First Pick Cotton,164.7,162.63,7,1,4.7,19.8,1,9.3,18,-1,3228.6,3228.6,1278.5200000000002,1508987500,-84.761085,31.186991
12787,First Pick Cotton,163.1,162.48,6.77,1,4.5,20,1,10.8,18,-1,3855.6,3855.6,1526.8000000000002,1508987500,-84.761078,31.186974
12788,First Pick Cotton,163.1,162.69,6.7,1,4.5,21.9,1,7.7,18,-1,2784.8,2784.8,1102.8,1508987500,-84.761071,31.186956
12789,First Pick Cotton,162.6,163.22,6.9,1,4.7,21,1,4.5,18,-1,1581.3,1581.3,626.2,1508987500,-84.761065,31.186938
12790,First Pick Cotton,163.1,163.77,6.9,1,4.7,23.8,1,8.7,18,-1,3042.6,3042.6,1204.8799999999999,1508987500,-84.761058,31.18692
12791,First Pick Cotton,163.8,164.16,6.86,1,4.7,22.2,1,7.6,18,-1,2672.4,2672.4,1058.28,1508987510,-84.761053,31.186902
12792,First Pick Cotton,163.7,164.59,6.83,1,4.7,22.7,1,8.4,18,-1,2972.6,2972.6,1177.16,1508987510,-84.761047,31.186884
12793,First Pick Cotton,162.5,164.9,6.86,1,4.6,24.1,1,9.2,18,-1,3246,3246,1285.44,1508987510,-84.76104,31.186866
12794,First Pick Cotton,163.1,165.13,6.93,1,4.6,24.9,1,8.8,18,-1,3066.7,3066.7,1214.4,1508987510,-84.761033,31.186847
12795,First Pick Cotton,162.7,165.32,6.96,1,4.6,26.4,1,8.8,18,-1,3068.4,3068.4,1215.08,1508987510,-84.761027,31.186829
12796,First Pick Cotton,163.8,165.44,6.96,1,4.7,26.4,1,7.7,18,-1,2687.5,2687.5,1064.24,1508987510,-84.761021,31.186811
12797,First Pick Cotton,162.6,165.58,7,1,4.7,26.6,1,9.2,18,-1,3172.2,3172.2,1256.2,1508987510,-84.761014,31.186793
12798,First Pick Cotton,162.2,165.64,6.96,1,4.7,26.4,1,9.1,18,-1,3171.8,3171.8,1256.04,1508987510,-84.761007,31.186774
12799,First Pick Cotton,162.7,165.68,7.03,1,4.7,26.3,1,11.2,18,-1,3871,3871,1532.92,1508987510,-84.761001,31.186756
12800,First Pick Cotton,162.9,165.76,7.03,1,4.7,26.3,1,10.7,18,-1,3685.8,3685.8,1459.5600000000002,1508987510,-84.760995,31.186737
12801,First Pick Cotton,162.9,165.77,7.03,1,4.8,26.2,1,10.2,18,-1,3499,3499,1385.6000000000001,1508987520,-84.760988,31.186719
12802,First Pick Cotton,163.2,165.81,7.09,1,4.8,25.8,1,9.3,18,-1,3159,3159,1250.96,1508987520,-84.760982,31.1867
12803,First Pick Cotton,163.2,165.82,7.06,1,4.8,26.1,1,11.6,18,-1,3986.8,3986.8,1578.7600000000002,1508987520,-84.760975,31.186681
12804,First Pick Cotton,164.2,165.85,7.13,1,4.8,25.7,1,10.7,18,-1,3625.1,3625.1,1435.5600000000002,1508987520,-84.760969,31.186662
12805,First Pick Cotton,163.9,165.9,7.06,1,4.7,25.2,1,11.4,18,-1,3894.6,3894.6,1542.24,1508987520,-84.760963,31.186644
12806,First Pick Cotton,163.2,165.87,7.09,1,4.7,26.4,1,12.2,18,-1,4172.1,4172.1,1652.1599999999999,1508987520,-84.760956,31.186625
12807,First Pick Cotton,163.4,165.93,7.06,1,4.7,26.2,1,11,18,-1,3754,3754,1486.6000000000001,1508987520,-84.76095,31.186607
12808,First Pick Cotton,163.2,165.8,7.03,1,4.7,26,1,10.9,18,-1,3758.6,3758.6,1488.4,1508987520,-84.760943,31.186588
12809,First Pick Cotton,163.1,165.85,7,1,4.7,26.4,1,11.6,18,-1,4028.7,4028.7,1595.3600000000001,1508987520,-84.760937,31.18657
12810,First Pick Cotton,164.1,165.63,7.06,1,4.7,25.7,1,13.9,18,-1,4748.4,4748.4,1880.4,1508987520,-84.760931,31.186551
12811,First Pick Cotton,163.9,165.62,7.13,1,4.7,23.8,1,11.6,18,-1,3938.1,3938.1,1559.48,1508987530,-84.760924,31.186532
12812,First Pick Cotton,163.4,165.56,7.09,1,4.8,23.7,1,13,18,-1,4443.7,4443.7,1759.68,1508987530,-84.760918,31.186514
12813,First Pick Cotton,162.9,165.44,7.09,1,4.8,23.5,1,12.7,18,-1,4327.8,4327.8,1713.8400000000001,1508987530,-84.760911,31.186495
12814,First Pick Cotton,162.9,165.41,7.06,1,4.8,23.6,1,10.8,18,-1,3692.8,3692.8,1462.3600000000001,1508987530,-84.760904,31.186476
12815,First Pick Cotton,163.1,165.34,7.13,1,4.8,23.1,1,12.7,18,-1,4312.4,4312.4,1707.7200000000003,1508987530,-84.760898,31.186458
12816,First Pick Cotton,163.3,165.22,7.06,1,4.7,23.1,1,11.3,18,-1,3870.4,3870.4,1532.68,1508987530,-84.760892,31.186439
12817,First Pick Cotton,163.4,165.14,7.06,1,4.7,24.8,1,12,18,-1,4125,4125,1633.5200000000002,1508987530,-84.760885,31.18642
12818,First Pick Cotton,163.5,165.07,7.06,1,4.7,23.6,1,13.3,18,-1,4546.7,4546.7,1800.48,1508987530,-84.760879,31.186402
12819,First Pick Cotton,163.5,165.06,7.03,1,4.7,24.9,1,14.2,18,-1,4892.8,4892.8,1937.56,1508987530,-84.760872,31.186383
12820,First Pick Cotton,163.3,164.95,7.06,1,4.7,25.4,1,12.1,18,-1,4154.5,4154.5,1645.2,1508987530,-84.760866,31.186365
12821,First Pick Cotton,163.4,164.88,7.03,1,4.7,25,1,11.8,18,-1,4071.4,4071.4,1612.28,1508987540,-84.76086,31.186346
12822,First Pick Cotton,163.5,164.85,7.03,1,4.8,25.8,1,10.8,18,-1,3716.1,3716.1,1471.6000000000001,1508987540,-84.760853,31.186328
12823,First Pick Cotton,163.6,164.76,7.06,1,4.8,24.3,1,13.8,18,-1,4728,4728,1872.3200000000002,1508987540,-84.760847,31.186309
12824,First Pick Cotton,163.4,164.74,7.03,1,4.8,25.6,1,11.1,18,-1,3814.8,3814.8,1510.68,1508987540,-84.76084,31.18629
12825,First Pick Cotton,163,164.61,7.03,1,4.8,24.9,1,10.7,18,-1,3696.4,3696.4,1463.7600000000002,1508987540,-84.760834,31.186272
12826,First Pick Cotton,163,164.54,7.03,1,4.8,25.1,1,11.1,18,-1,3811,3811,1509.16,1508987540,-84.760827,31.186253
12827,First Pick Cotton,163,164.5,7.06,1,4.7,25.5,1,12.9,18,-1,4406.1,4406.1,1744.8400000000001,1508987540,-84.76082,31.186235
12828,First Pick Cotton,162.4,164.44,7,1,4.7,25.4,1,12.1,18,-1,4171.4,4171.4,1651.8400000000001,1508987540,-84.760813,31.186217
12829,First Pick Cotton,162.8,164.37,7.06,1,4.7,25.6,1,11.1,18,-1,3791.8,3791.8,1501.5600000000002,1508987540,-84.760807,31.186198
12830,First Pick Cotton,163,164.33,7.03,1,4.7,25.9,1,11.6,18,-1,3998.5,3998.5,1583.4,1508987540,-84.7608,31.18618
12831,First Pick Cotton,162.6,164.24,7.03,1,4.7,25.7,1,12.8,18,-1,4413.8,4413.8,1747.88,1508987550,-84.760793,31.186161
12832,First Pick Cotton,163.1,164.19,7.06,1,4.8,25.2,1,11.8,18,-1,4041.2,4041.2,1600.28,1508987550,-84.760787,31.186143
12833,First Pick Cotton,163.3,164.09,7.09,1,4.8,23.7,1,9.7,18,-1,3320,3320,1314.7200000000003,1508987550,-84.760781,31.186124
12834,First Pick Cotton,162.8,164.02,7.06,1,4.8,23.7,1,10.2,18,-1,3485.8,3485.8,1380.3600000000001,1508987550,-84.760774,31.186105
12835,First Pick Cotton,162.8,163.95,7.03,1,4.8,23.3,1,9.1,18,-1,3143.7,3143.7,1244.92,1508987550,-84.760767,31.186087
12836,First Pick Cotton,162.9,163.86,7.03,1,4.7,22.1,1,11.3,18,-1,3893,3893,1541.64,1508987550,-84.760761,31.186068
12837,First Pick Cotton,163.7,163.83,7.06,1,4.7,20.7,1,10,18,-1,3440.4,3440.4,1362.4,1508987550,-84.760755,31.18605
12838,First Pick Cotton,163.4,163.82,7.03,1,4.7,20.4,1,9.8,18,-1,3372.2,3372.2,1335.4,1508987550,-84.760748,31.186031
12839,First Pick Cotton,163.6,163.81,7.06,1,4.7,20,1,7.4,18,-1,2530.6,2530.6,1002.1200000000001,1508987550,-84.760742,31.186013
12840,First Pick Cotton,163.7,163.8,7.03,1,4.7,20.1,1,10.8,18,-1,3709.3,3709.3,1468.88,1508987550,-84.760736,31.185994
12841,First Pick Cotton,163.3,163.74,7.09,1,4.8,19.9,1,10.7,18,-1,3636.6,3636.6,1440.1200000000001,1508987560,-84.760729,31.185976
12842,First Pick Cotton,163.1,163.66,7,1,4.8,21,1,11.3,18,-1,3921.2,3921.2,1552.8000000000002,1508987560,-84.760722,31.185957
12843,First Pick Cotton,163.2,163.58,7.06,1,4.8,22.1,1,11,18,-1,3772.2,3772.2,1493.7600000000002,1508987560,-84.760716,31.185939
12844,First Pick Cotton,163.2,163.56,7.06,1,4.8,23.5,1,11.7,18,-1,3993.6,3993.6,1581.44,1508987560,-84.760709,31.18592
12845,First Pick Cotton,163.7,163.5,7.06,1,4.7,24.9,1,12.3,18,-1,4218.7,4218.7,1670.6000000000001,1508987560,-84.760703,31.185901
12846,First Pick Cotton,163.7,163.41,7.06,1,4.7,25.2,1,13.1,18,-1,4482.5,4482.5,1775.0400000000002,1508987560,-84.760697,31.185883
12847,First Pick Cotton,163.2,163.37,7.06,1,4.7,24.6,1,11.1,18,-1,3807.7,3807.7,1507.8400000000001,1508987560,-84.76069,31.185864
12848,First Pick Cotton,163.1,163.23,7.06,1,4.7,25,1,10,18,-1,3418.5,3418.5,1353.7200000000003,1508987560,-84.760684,31.185846
12849,First Pick Cotton,163.5,163.1,7.03,1,4.7,24.6,1,10.5,18,-1,3599.2,3599.2,1425.28,1508987560,-84.760677,31.185827
12850,First Pick Cotton,163.7,163.04,7.03,1,4.7,24.1,1,10.2,18,-1,3499.8,3499.8,1385.92,1508987560,-84.760671,31.185808
12851,First Pick Cotton,163.6,162.96,7.06,1,4.8,23.1,1,11.4,18,-1,3899.1,3899.1,1544.04,1508987570,-84.760665,31.18579
12852,First Pick Cotton,163.2,162.88,7.03,1,4.8,24.1,1,11.4,18,-1,3940.1,3940.1,1560.28,1508987570,-84.760658,31.185771
12853,First Pick Cotton,162.8,162.86,7.03,1,4.8,23.3,1,8.8,18,-1,3020.7,3020.7,1196.2,1508987570,-84.760651,31.185753
12854,First Pick Cotton,163.4,162.81,7.03,1,4.8,22.7,1,10.7,18,-1,3682,3682,1458.04,1508987570,-84.760645,31.185734
12855,First Pick Cotton,164,162.76,7.03,1,4.8,22.1,1,10.8,18,-1,3716.9,3716.9,1471.88,1508987570,-84.760639,31.185716
12856,First Pick Cotton,163.9,162.69,7.03,1,4.7,22.7,1,13.1,18,-1,4520.8,4520.8,1790.2400000000002,1508987570,-84.760633,31.185697
12857,First Pick Cotton,164.3,162.63,7.06,1,4.7,21.6,1,10.9,18,-1,3735.1,3735.1,1479.1200000000001,1508987570,-84.760627,31.185678
12858,First Pick Cotton,164.6,162.55,7.03,1,4.7,22.7,1,11.5,18,-1,3950.7,3950.7,1564.48,1508987570,-84.760621,31.18566
12859,First Pick Cotton,164.7,162.48,7.09,1,4.7,23,1,11,18,-1,3753.2,3753.2,1486.28,1508987570,-84.760615,31.185641
12860,First Pick Cotton,162.7,162.44,7,1,4.7,22.6,1,11.4,18,-1,3937.2,3937.2,1559.1200000000001,1508987570,-84.760608,31.185623
12861,First Pick Cotton,161.8,162.33,7.03,1,4.7,22.2,1,10.4,18,-1,3584,3584,1419.28,1508987580,-84.7606,31.185604
